lat,lon,amenity,name
49.1236207,-123.1834451,bar,Catch Kitchen + Bar
49.222099299999996,-122.9817263,bar,Gal Chae Karaoke
49.2790584,-123.1230287,bar,The Belmont
49.1122996,-122.7301013,bar,Canadian Lounge
49.2885782,-123.1426441,bar,Sylvia's Bar
49.2590227,-123.1008347,bar,Colony
49.2828822,-123.1037866,bar,Shebeen Whiskey House
49.283201,-123.1123664,bar,Yagger's
49.2728332,-123.069737,bar,Storm Crow Tavern
49.0470506,-122.2691498,bar,Sneakers Sports Lounge
49.2768995,-123.1268568,bar,The Morrissey
49.2814237,-123.1330616,bar,The Capital
49.2506841,-123.1012022,bar,Portland Craft
49.0902621,-122.6124961,bar,Murrayville Town Pub
49.0224343,-122.3809138,bar,Ravens Bar & Grill
49.0224608,-122.3805333,bar,Ravens Bar & Bistro
49.2543533,-123.1149873,bar,Kino Cafe Flamenco Tapas Bar
49.1362084,-123.0271058,bar,Four Winds Tasting Room
49.1185688,-122.6651089,bar,Trading Post Brewery and Tasting Room
49.1162645,-122.6634679,bar,Five Roads Brewing
49.0474734,-122.360602,bar,Ravens Tasting Room
49.0429142,-122.2816142,bar,Field House Tasting Room
49.2823322,-123.1345615,bar,Score
49.2774219,-122.8097447,bar,Mariner Tasting Room
49.2655902,-123.1003893,bar,The Whip
49.2802664,-123.1097483,bar,Devil's Elbow
49.2683984,-123.0698801,bar,Park Drive
49.056171,-122.3806171,bar,Bar One
49.2672724,-123.1042375,bar,Electric Bicycle Brewing
49.2561559,-122.9221406,bar,Dageraad Tasting Room
49.2776684,-123.1256767,bar,Cabana
49.1748746,-122.890693,bar,The Attic
49.1962403,-123.1783082,bar,
49.2873462,-123.141531,bar,Shamrock Alley
49.2831604,-123.1040262,bar,The Diamond
49.3170584,-123.0926407,bar,Black Kettle Tasting Lounge
49.3099735,-123.0339301,bar,Bridge Brewing Tasting Room
49.308336,-123.0727453,bar,Beere Brewing Tasting Room
49.2704154,-123.1346411,bar,The Liberty Distillery
49.1973521,-123.175138,bar,Vino Volo
49.2820577,-123.0709121,bar,Resurrection Distillery and Lounge
49.2837876,-123.0641858,bar,Parallel 49 Tasting Room & Beer Store
49.2807293,-123.1323456,bar,The Junction
49.2021481,-122.9271199,bar,Steel & Oak Tasting Room
49.2044231,-122.9059535,bar,The Met
49.1950633,-123.179939,bar,
49.2830338,-123.0998209,bar,No. 5 Orange
49.1340207,-122.3101942,bar,"Big ""B"" Saloon"
49.281603,-123.1328977,bar,1181
49.2814951,-123.1327426,bar,Pumpjack
49.056369,-122.3832811,bar,Old Abbey Ales
49.2872658,-123.1415278,bar,Bayside Lounge
49.2421323,-122.7551179,bar,Taylight Tasting Room
49.2529917,-122.7332067,bar,Northpaw Tasting Room
49.251189600000004,-122.732744,bar,Tinhouse Tasting Lounge
49.2874645,-123.1295818,bar,The Den
49.2796906,-123.1130707,bar,Ventura Room
49.2581178,-123.1009494,bar,Uncle Abe's
49.2801961,-123.0974652,bar,The Emerald
49.2197846,-122.6016034,bar,Silver Valley
49.1185646,-122.6782226,bar,Camp Beer
49.1051981,-122.6524037,bar,Farm Country Tasting Room
49.2207369,-122.5911689,bar,Maple Meadows Tasting Room
49.2199788,-122.589564,bar,Ridge Brewing
49.2603834,-123.096422,bar,Biltmore Cabaret
49.1061326,-122.656578,bar,Summit
49.1836115,-123.1354488,bar,Cashbox Karaoke Express
49.2793791,-123.120222,bar,Red Card Sports Bar + Eatery
49.2825107,-123.1068062,bar,Metropole
49.2646995,-123.0994151,bar,Main Street Tasting Lounge
49.3793954,-123.0835597,bar,
49.2842279,-123.1113795,bar,Red Room
49.2770411,-123.1266332,bar,Twelve West
49.2812751,-123.0551908,bar,The Brighton
49.2804152,-123.1074119,bar,Bismarck
49.2592073,-123.1389048,bar,Caffe Barney
49.0488518,-122.2892374,bar,Vicinity Lounge
49.2828092,-123.1092642,bar,Pub 340
49.2769507,-123.1261599,bar,Two Parrots
49.3112298,-123.0780215,bar,Streetcar Tasting Room
49.2757085,-123.1222873,bar,The New Oxford
49.2796198,-123.1013261,bar,The Keefer
49.202401,-123.1442022,bar,Milltown Bar & Grill
49.2852025,-123.1203437,bar,Grain Tasting Bar
49.0491957,-122.3807688,bar,Loudmouth Brewing
49.163033,-122.6667471,bar,Dead Frog Tasting Room
49.2098846,-122.8633483,bar,Central City Beer Store
49.2796989,-123.1303992,bar,Numbers
49.2740458,-123.019672,bar,Steamworks Tap Room & Cold Beer Sales
49.1727356,-123.1351834,bar,V+Club
49.2847445,-123.114506,bar,One Under Vancouver
49.2897968,-123.1212582,bar,TAP shack Eatery
49.2639071,-123.1055201,bar,33 Brewing Experiment
49.2639071,-123.1053136,bar,33 Acres Brewing
49.3095923,-123.07305,bar,North Point Tasting Room
49.1926913,-123.1815539,bar,Plaza Premium Lounge
49.0375904,-122.3349289,bar,Signature Sports Bistro
49.2804447,-123.0976766,bar,La Boqueria
49.2254886,-122.8859561,bar,Another Beer Co Tasting Room
49.1777166,-123.1305411,bar,Monster L Karaoke
49.2227248,-122.9834098,bar,Mix-2 Karaoke
49.2818962,-122.7963804,bar,Urban Gate Bar and Grill
49.2658067,-123.1005698,bar,Brassneck Tasting Room
49.2842649,-123.0672525,bar,Slow Hand Tasting Room
49.3077475,-123.0712446,bar,House of Funk Tasting Room
49.2786444,-122.8532554,bar,The Bakery Tasting Room
49.2665882,-123.2427218,food_court,
49.1847249,-122.7988764,food_court,
49.260629,-123.2514649,food_court,Open Kitchen
49.1859437,-123.1336645,food_court,Yaohan Centre Food Court
49.3250536,-123.136371,food_court,Food Court
49.2287242,-123.00487,food_court,
49.1967543,-123.1398833,food_court,Food Folk Eatery
49.1843505,-123.1331227,food_court,
49.2681865,-123.0007593,food_court,
49.2866636,-123.1207948,food_court,
49.2866951,-123.118759,food_court,
49.2787678,-123.1092628,food_court,Costco Food Court
49.0381299,-123.0859992,food_court,
49.2000825,-122.9113968,food_court,
49.2853917,-123.1173168,food_court,International Food Court
