,lat,lon,timestamp,amenity,name,tags
13,49.1266497,-123.1824699,2020-03-30T09:08:51.000-07:00,restaurant,Best Bite Indian Cuisine,['indian']
58,49.1712762,-123.1348734,2019-10-27T17:08:25.000-07:00,restaurant,Oriental Rice Noodle,['chinese']
65,49.1327053,-123.0991859,2019-08-24T15:12:34.000-07:00,restaurant,Nando's,"['chicken', 'portuguese']"
66,49.1330103,-123.0955358,2019-08-24T15:12:34.000-07:00,restaurant,Boston Pizza,['pizza']
121,49.2665754,-123.103744,2018-10-26T20:30:44.000-07:00,restaurant,Peaceful Restaurant,N/A
253,49.2779185,-122.912361,2019-11-14T08:54:00.000-08:00,restaurant,Pho 99,N/A
300,49.281302,-123.0575579,2019-09-13T13:57:03.000-07:00,restaurant,Tacofino Commissary,N/A
301,49.2812984,-123.0573443,2019-09-13T13:57:03.000-07:00,restaurant,Miyako Sushi,N/A
302,49.2812866,-123.0550913,2019-09-13T13:57:03.000-07:00,restaurant,What's Up? Hot Dog!,N/A
304,49.2832655,-123.0978958,2019-09-13T13:57:03.000-07:00,restaurant,St Lawrence Restaurant,N/A
305,49.2832876,-123.0980745,2019-09-13T13:57:03.000-07:00,restaurant,Cuhillo,N/A
308,49.2796054,-123.1002799,2019-09-13T13:57:03.000-07:00,restaurant,Juniper,N/A
309,49.2796207,-123.1011093,2019-09-13T13:57:04.000-07:00,restaurant,Gold Stone Bakery & Restaurant,N/A
311,49.2831638,-123.1035309,2019-09-13T13:57:04.000-07:00,restaurant,The Sardine Can,N/A
314,49.2834234,-123.1064112,2019-09-13T13:57:04.000-07:00,restaurant,Jules Bistro,N/A
319,49.2427766,-123.0040514,2018-04-28T05:57:25.000-07:00,restaurant,Crystal Palace,['chinese']
322,49.1720953,-123.1336083,2019-09-13T13:57:04.000-07:00,restaurant,Tokyo Joe's,N/A
324,49.325981,-123.1423367,2020-05-29T04:38:32.000-07:00,restaurant,Cactus Club Cafe,N/A
330,49.2873953,-123.1288386,2019-10-24T00:55:34.000-07:00,restaurant,JoongWon,N/A
332,49.287665,-123.1292506,2016-07-27T15:29:41.000-07:00,restaurant,Stepho's,['greek']
334,49.2875709,-123.1291089,2019-10-24T00:55:34.000-07:00,restaurant,Hon's Wun-Tun House,['chinese']
335,49.2873728,-123.1282271,2019-10-29T03:23:55.000-07:00,restaurant,miss KOREAN BBQ,N/A
336,49.2871553,-123.1290789,2019-03-22T02:54:41.000-07:00,restaurant,Forage,N/A
337,49.2870445,-123.128902,2019-09-18T23:00:49.000-07:00,restaurant,Timber,['american']
338,49.2874858,-123.1289807,2019-10-24T00:55:34.000-07:00,restaurant,Miko Sushi,"['japanese', 'sushi']"
339,49.2875631,-123.129718,2019-09-18T23:00:49.000-07:00,restaurant,Cora,['breakfast']
358,49.2623529,-123.0894813,2019-09-13T13:56:59.000-07:00,restaurant,Hail Mary's,N/A
408,49.1203849,-122.6632837,2019-09-13T13:56:49.000-07:00,restaurant,Umami Sushi,N/A
456,49.2821191,-123.1336624,2020-03-14T19:34:44.000-07:00,restaurant,Ramen Koika,N/A
596,49.2764267,-122.849875,2019-08-15T22:46:05.000-07:00,restaurant,Spacca Napoli,['pizza']
638,49.2643451,-123.1757208,2019-10-09T05:11:15.000-07:00,restaurant,Deacon's Corner,N/A
657,49.2863279,-123.1256179,2019-08-28T07:25:01.000-07:00,restaurant,Kirin Mandarin Restaurant,N/A
658,49.285993500000004,-123.1250868,2019-09-13T13:56:59.000-07:00,restaurant,Pink Elephant Thai,['thai']
662,49.28525,-123.1254062,2016-08-09T19:10:21.000-07:00,restaurant,Fantacity Karaoke,['asian']
710,49.1795513,-123.1375541,2018-06-20T15:12:27.000-07:00,restaurant,FuKuRoKu Sushi Express,['sushi']
722,49.2643899,-123.0695091,2019-09-13T13:56:59.000-07:00,restaurant,Cabrito - Tapas Bebidas,N/A
736,49.2848652,-123.125665,2019-10-18T16:32:50.000-07:00,restaurant,Spicy 6,['indian']
739,49.1842852,-123.0911234,2018-06-20T15:12:22.000-07:00,restaurant,Daddy's Delight Kabobs,N/A
744,49.1681085,-122.6675276,2019-12-20T09:33:37.000-08:00,restaurant,Waka Sushi,N/A
751,49.2500121,-123.1008107,2017-11-05T20:43:41.000-08:00,restaurant,French Table Bistro,N/A
753,49.2802067,-123.099978,2016-10-24T07:14:50.000-07:00,restaurant,Golden Garden Vietnamese Cuisine,N/A
754,49.2498744,-123.1007808,2020-02-03T00:34:17.000-08:00,restaurant,Old Bird,N/A
755,49.2797553,-123.0999341,2016-10-24T07:11:31.000-07:00,restaurant,Virtuous Pie,N/A
760,49.2452109,-123.101511,2017-04-01T04:50:11.000-07:00,restaurant,East is East - Main St,N/A
764,49.1697933,-123.1378771,2017-07-19T23:02:01.000-07:00,restaurant,Kirin Seafood Restaurant,N/A
766,49.2890376,-123.1320221,2016-09-28T04:42:02.000-07:00,restaurant,Liuyishou Hotpot Robson,N/A
767,49.0763979,-122.3935046,2017-02-20T16:26:09.000-08:00,restaurant,Brambles Bistro,N/A
781,49.1872417,-123.131495,2019-09-13T13:56:59.000-07:00,restaurant,The Captain's Boil,['seafood']
782,49.1874849,-123.1312122,2018-09-27T08:15:39.000-07:00,restaurant,Kyabia,['japanese']
783,49.2766268,-123.1001058,2018-10-26T20:30:47.000-07:00,restaurant,Pizza Farina,['pizza']
788,49.2743218,-123.1269429,2019-09-13T13:56:59.000-07:00,restaurant,Kaide Sushi Bar,['sushi']
801,49.1968099,-123.140177,2020-01-13T01:51:46.000-08:00,restaurant,BiBo Italian Restaurant,['italian']
804,49.1967246,-123.1396099,2017-04-27T06:50:34.000-07:00,restaurant,Ryuu Izakaya,['japanese']
805,49.1968225,-123.1404204,2017-04-27T06:50:37.000-07:00,restaurant,Neptune Wonton Noodle,['chinese']
808,49.2909348,-123.1360437,2019-09-13T13:56:59.000-07:00,restaurant,Sushiholic,N/A
809,49.1794492,-123.1341606,2016-10-19T08:11:16.000-07:00,restaurant,Felicos Restaurant,['greek']
810,49.1250427,-123.1853319,2020-01-04T06:29:22.000-08:00,restaurant,Kisamos Greek Taverna,['greek']
811,49.1630451,-123.1363249,2016-10-15T06:26:12.000-07:00,restaurant,Pho Lan Beef Noodle Soup,['vietnamese']
832,49.2812722,-123.0472413,2018-06-20T15:12:21.000-07:00,restaurant,Le Petit Saigon,['vietnamese']
837,49.1624624,-122.655793,2016-10-18T01:14:07.000-07:00,restaurant,Ocean Park Pizza & Steakhouse,N/A
841,49.1761814,-123.1306688,2020-02-01T22:08:40.000-08:00,restaurant,Bull King BBQ,['asian']
842,49.1761102,-123.1309092,2019-09-13T13:56:59.000-07:00,restaurant,Gingeri Chinese Cuisine,['chinese']
843,49.175972,-123.1306582,2019-10-09T05:49:19.000-07:00,restaurant,Happy Lamb Hot Pot,N/A
844,49.1764107,-123.1323338,2016-10-18T05:53:04.000-07:00,restaurant,Toku Japanese Restaurant,['japanese']
851,49.2457903,-122.8916363,2018-05-05T21:21:46.000-07:00,restaurant,Pho 99,['vietnamese']
852,49.2457299,-122.891401,2018-05-05T21:21:46.000-07:00,restaurant,Insadong,['korean']
853,49.2462257,-122.8918439,2019-09-13T13:57:04.000-07:00,restaurant,Best Sushi N Kitchen,"['japanese', 'korean', 'sushi']"
854,49.2451974,-122.8921762,2019-09-13T13:57:04.000-07:00,restaurant,WINGS Tap and Grill,['pub']
856,49.2687365,-123.0457293,2020-03-25T19:22:32.000-07:00,restaurant,Fuku Ramen,N/A
869,49.2827166,-123.1048014,2019-09-18T23:00:49.000-07:00,restaurant,Tacofino,"['taco', 'mexican']"
882,49.2813057,-123.1079703,2018-10-26T20:30:46.000-07:00,restaurant,Mirai Sushi,"['japanese', 'sushi']"
901,49.1960486,-123.177943,2018-10-26T20:30:46.000-07:00,restaurant,Hanami,"['japanese', 'sushi']"
902,49.1653656,-122.6614878,2019-06-07T13:28:04.000-07:00,restaurant,Round Table Pizza,['pizza']
903,49.1674933,-122.6674453,2019-06-07T13:28:04.000-07:00,restaurant,Boston Pizza,['pizza']
906,49.1660159,-122.6635496,2019-03-08T20:32:22.000-08:00,restaurant,Pizza Hut,['pizza']
907,49.1672102,-122.6661043,2019-08-24T15:24:21.000-07:00,restaurant,Montana's,['barbecue']
908,49.168251,-122.6675528,2019-12-20T09:33:37.000-08:00,restaurant,The Barley Merchant,"['burger', 'sandwich', 'pizza', 'regional']"
909,49.2640395,-123.1801008,2019-10-28T15:41:35.000-07:00,restaurant,Green Leaf Sushi,N/A
963,49.2762369,-122.8445501,2019-09-02T22:08:26.000-07:00,restaurant,Namoo Sushi,['sushi']
991,49.2539596,-122.7388737,2019-09-10T18:06:48.000-07:00,restaurant,Swiss Chalet,['chicken']
995,49.2578328,-122.745482,2020-04-17T00:54:38.000-07:00,restaurant,Orrange Kitchen + Bar,N/A
997,49.254477,-122.7379049,2020-04-05T23:19:55.000-07:00,restaurant,Pho 51,['vietnamese']
1001,49.2580763,-122.7458786,2016-11-21T22:26:12.000-08:00,restaurant,Pho Toan Thang,['vietnamese']
1014,49.1152983,-122.6790538,2019-09-02T17:44:42.000-07:00,restaurant,Sushi Mori,['japanese']
1019,49.1437425,-122.7994953,2016-11-24T01:49:12.000-08:00,restaurant,Creekside Grill,['american']
1024,49.3266192,-123.1380363,2018-02-02T14:16:23.000-08:00,restaurant,Trattoria,['italian']
1030,49.1409171,-122.6009339,2016-09-22T03:34:08.000-07:00,restaurant,The Cafe,N/A
1077,49.1758794,-122.8907911,2020-01-08T07:05:26.000-08:00,restaurant,Mirch Masala,['indian']
1078,49.1764733,-122.8896127,2020-01-05T06:53:45.000-08:00,restaurant,Mehfil India Restaurant,['indian']
1079,49.1497112,-122.8645797,2019-09-13T13:56:59.000-07:00,restaurant,Maharaja Sweets and Restaurant,['indian']
1089,49.1911509,-122.8066783,2020-01-06T05:48:30.000-08:00,restaurant,Sabai Thai Restaurant,['thai']
1090,49.1863982,-122.8444496,2017-01-27T06:22:26.000-08:00,restaurant,Fresgo Inn,['american']
1091,49.1876113,-122.8435939,2017-01-27T06:25:19.000-08:00,restaurant,Nahm Thai Bistro,['thai']
1093,49.1781171,-123.1356008,2018-11-07T16:53:31.000-08:00,restaurant,Sun Sui Wah Seafood Restaurant,['chinese']
1097,49.2254234,-123.0655278,2018-10-26T20:30:46.000-07:00,restaurant,Victoria Restaurant,N/A
1248,49.1723013,-122.6674779,2017-11-09T20:59:54.000-08:00,restaurant,Fork N Chopstick,N/A
1250,49.2880008,-123.1403568,2019-09-13T13:56:59.000-07:00,restaurant,Rio Brazilian Steakhouse,N/A
1251,49.28903,-123.1313276,2016-09-26T20:03:55.000-07:00,restaurant,Cinch Grill Italian,N/A
1278,49.1238349,-123.1858147,2019-09-13T13:56:49.000-07:00,restaurant,The Crab King Restaurant,N/A
1306,49.2257507,-123.0659387,2019-09-13T13:57:02.000-07:00,restaurant,Pho Thai Son Restaurant,N/A
1307,49.2258678,-123.0661456,2019-09-13T13:57:02.000-07:00,restaurant,On May Chinese Restaurant,N/A
1308,49.2318583,-123.0653897,2019-09-13T13:57:02.000-07:00,restaurant,Kim Phung Restaurant,N/A
1310,49.2320722,-123.065753,2019-09-13T13:57:02.000-07:00,restaurant,MK Chop Chop BBQ House,N/A
1311,49.2319986,-123.065745,2019-09-13T13:57:02.000-07:00,restaurant,Shun Fa Noodle House,N/A
1312,49.2335229,-123.0653161,2019-09-13T13:57:02.000-07:00,restaurant,Happy Sushi,N/A
1313,49.2345972,-123.0656766,2019-09-13T13:57:02.000-07:00,restaurant,Pho Hue,N/A
1316,49.2353536,-123.065652,2019-09-13T13:57:02.000-07:00,restaurant,Banh Mi Saigon,N/A
1317,49.2376464,-123.0655809,2019-11-09T05:01:37.000-08:00,restaurant,La Maison Da Nang,N/A
1318,49.2385647,-123.0655669,2019-09-13T13:57:02.000-07:00,restaurant,Bun Cha Ca Hoang Yen,N/A
1319,49.2385372,-123.0651956,2019-12-22T23:22:50.000-08:00,restaurant,Chau Veggie Express,N/A
1320,49.2386583,-123.0655595,2019-11-09T05:01:37.000-08:00,restaurant,Kozak Ukraїnian Eatery,N/A
1321,49.2429948,-123.0601948,2019-09-13T13:57:02.000-07:00,restaurant,17°C Dessert Café,N/A
1322,49.2430699,-123.0603612,2019-09-13T13:57:02.000-07:00,restaurant,Kings Cafe,N/A
1324,49.2426381,-123.0592231,2019-09-13T13:57:02.000-07:00,restaurant,Pho Hoa Noodle Soup,['vietnamese']
1365,49.1807715,-123.1340777,2017-06-27T15:35:54.000-07:00,restaurant,Shiang Garden Seafood Restaurant,N/A
1373,49.2809073,-123.0098236,2020-05-10T00:30:58.000-07:00,restaurant,Anton's Pasta Bar,"['italian', 'pasta']"
1385,49.2458146,-123.0900087,2019-09-02T22:08:26.000-07:00,restaurant,Masayoshi,['japanese']
1386,49.2467148,-123.1010057,2019-10-29T21:16:32.000-07:00,restaurant,Meet on Main,N/A
1387,49.2832439,-123.104844,2018-05-08T03:48:34.000-07:00,restaurant,Meet in Gastown,['burger']
1388,49.1524881,-122.8900312,2020-01-05T07:06:07.000-08:00,restaurant,Chongqing,['chinese']
1389,49.2513521,-123.1011962,2019-12-15T22:33:23.000-08:00,restaurant,Bob Likes Thai Food,['thai']
1390,49.2507803,-123.1011735,2019-03-19T06:05:43.000-07:00,restaurant,The Fish Counter,['fish_and_chips']
1391,49.1698396,-122.889851,2016-12-09T05:22:50.000-08:00,restaurant,Thai by Thai,['thai']
1392,49.1542575,-122.8908904,2020-01-05T06:48:24.000-08:00,restaurant,Tasty Indian Bistro,['indian']
1393,49.1654474,-122.8898095,2020-01-05T06:50:21.000-08:00,restaurant,Krishna's Dosa Grill,['indian']
1394,49.1637058,-122.8909132,2020-01-08T07:02:55.000-08:00,restaurant,Desi Junction Lounge & Restaurant,['indian']
1395,49.1485074,-122.8714418,2016-10-09T09:14:46.000-07:00,restaurant,Mayuri Indian Cuisine,['indian_vegetarian']
1399,49.11765,-122.6689767,2019-10-29T07:26:40.000-07:00,restaurant,Chuck E. Cheese's,['pizza']
1400,49.1754035,-123.1342502,2018-09-27T08:54:12.000-07:00,restaurant,No. 9 Restaurant,['chinese']
1401,49.1707675,-123.1358591,2019-09-13T13:56:59.000-07:00,restaurant,HaiDiLao Hot Pot,['chinese']
1423,49.2313896,-123.0657674,2017-06-26T21:20:51.000-07:00,restaurant,Mui Garden,['chinese']
1425,49.2630411,-123.1015414,2020-06-23T20:58:12.000-07:00,restaurant,Fable Diner,N/A
1447,49.1055548,-122.7402471,2020-05-05T21:02:04.000-07:00,restaurant,The Chopped Leaf,['american']
1448,49.1036075,-122.492109,2016-10-10T22:43:25.000-07:00,restaurant,Lotus Garden Express,['vietnamese']
1449,49.1772664,-122.6731048,2020-02-10T02:41:55.000-08:00,restaurant,Zythos,['greek']
1454,49.0513337,-122.692377,2016-10-10T23:19:47.000-07:00,restaurant,Kalamaki Greek Grill,['greek']
1461,49.2012847,-122.9125513,2016-10-12T21:37:46.000-07:00,restaurant,Hub Restaurant New West,['american']
1462,49.2018963,-122.9126506,2019-07-26T07:37:15.000-07:00,restaurant,The Old Spaghetti Factory,['italian']
1467,49.2814683,-123.1172443,2019-10-28T15:41:35.000-07:00,restaurant,Glowbal,N/A
1492,49.2189484,-122.9690302,2019-09-13T13:56:49.000-07:00,restaurant,Masita Korean Restaurant,['korean']
1493,49.2190745,-122.9694701,2020-01-12T02:40:44.000-08:00,restaurant,Roadside Spicy Pot,N/A
1532,49.2842334,-123.1090325,2014-09-04T18:59:25.000-07:00,restaurant,Water Street Cafe,N/A
1534,49.263537,-123.1271949,2019-09-02T22:08:25.000-07:00,restaurant,Minato Japanese Restaurant,['sushi']
1537,49.2635072,-123.1248994,2019-09-10T18:50:44.000-07:00,restaurant,Saravanaa Bhavan (South Indian),['indian']
1539,49.2634241,-123.1173128,2018-08-30T03:12:10.000-07:00,restaurant,Cactus Club Cafe,N/A
1545,49.2636456,-123.1316944,2019-09-13T13:56:49.000-07:00,restaurant,Royal Seoul House,['korean']
1547,49.2633312,-123.1130836,2018-09-28T07:52:36.000-07:00,restaurant,Menya Raizo,['japanese']
1558,49.2370364,-123.0656459,2014-01-15T03:15:12.000-08:00,restaurant,Sandy La Chinese Restaurant,['chinese']
1595,49.2412681,-123.1016459,2017-07-08T03:56:11.000-07:00,restaurant,Au Petit Café,['vietnamese']
1599,49.291387,-123.1350164,2019-03-27T03:46:34.000-07:00,restaurant,Banana Leaf,['malaysian']
1600,49.2907725,-123.1340782,2019-09-13T13:56:59.000-07:00,restaurant,Dinesty Dumpling House,"['chinese', 'asian']"
1602,49.2899852,-123.1334918,2016-08-01T23:17:31.000-07:00,restaurant,Sushi Itoga,['japanese']
1603,49.2623252,-123.0886437,2019-09-02T17:44:42.000-07:00,restaurant,Nha Trang Restaurant,['vietnamese']
1612,49.1848929,-122.9493423,2019-09-13T13:56:59.000-07:00,restaurant,Lucky Sushi,['sushi']
1613,49.2862655,-123.1276613,2019-12-13T08:08:26.000-08:00,restaurant,Momo Sushi,"['japanese', ' sushi']"
1614,49.2607875,-123.1008067,2017-12-03T11:49:57.000-08:00,restaurant,Mali Thai Food,"['deli', 'diner', 'asian', 'thai', 'curry']"
1651,49.2798592,-122.7997004,2016-08-25T22:16:44.000-07:00,restaurant,Ricky's Bar & Grill,"['diner', 'breakfast', 'grill', 'american']"
1653,49.2785219,-122.8142905,2018-05-19T08:02:07.000-07:00,restaurant,Coquitlam Grill,"['american', 'breakfast', 'burger', 'diner']"
1654,49.2565154,-122.7481768,2019-09-13T13:56:59.000-07:00,restaurant,Poco Sushi,['sushi']
1660,49.2723413,-122.789067,2016-08-27T11:45:18.000-07:00,restaurant,De Dutch,"['breakfast', 'german']"
1661,49.2766562,-122.8310949,2019-09-01T21:49:35.000-07:00,restaurant,Joker's Pizzaria,['pizza']
1662,49.2844578,-123.0656991,2019-04-28T06:48:33.000-07:00,restaurant,Scan-Delicious,['breakfast']
1683,49.225024,-122.9900721,2018-08-20T22:22:29.000-07:00,restaurant,Sushi Oyama,['japanese']
1685,49.2112394,-122.9353594,2017-03-10T05:23:17.000-08:00,restaurant,Domino Pizza,N/A
1690,49.2262286,-123.0014923,2018-04-21T19:02:58.000-07:00,restaurant,Fortune House Seafood Restaurant,N/A
1700,49.1176829,-122.6694722,2019-12-25T02:34:16.000-08:00,restaurant,Legendary Noodle,N/A
1702,49.1186793,-122.6698975,2020-01-17T08:20:56.000-08:00,restaurant,Wild Wing,['chicken']
1708,49.2232465,-122.982719,2019-09-02T22:08:26.000-07:00,restaurant,Potter's Garden,"['korean', 'bbq']"
1714,49.2344287,-123.0360721,2017-07-15T03:53:50.000-07:00,restaurant,Chef Pin,N/A
1715,49.2623272,-123.0898418,2019-07-31T07:01:23.000-07:00,restaurant,Klasik Inasal,N/A
1734,49.2257668,-122.9968006,2019-07-20T18:37:01.000-07:00,restaurant,Nando's,"['chicken', 'portuguese']"
1743,49.2273734,-123.0000139,2018-04-21T18:56:31.000-07:00,restaurant,Kawawa,['japanese']
1744,49.2273299,-122.9999156,2018-04-21T18:56:32.000-07:00,restaurant,Kawawa Ramen,N/A
1771,49.291675,-123.1348931,2019-03-15T05:40:35.000-07:00,restaurant,Rad on Denman,N/A
1773,49.2284147,-123.0045206,2017-03-22T04:30:43.000-07:00,restaurant,Chuan Dong,N/A
1778,49.2275482,-122.8370119,2017-03-13T04:11:07.000-07:00,restaurant,Neptune Chinese Kitchen,N/A
1800,49.2275278,-122.8372893,2017-03-13T04:11:04.000-07:00,restaurant,The Buffet,N/A
1806,49.2419122,-122.8845042,2017-03-13T04:11:29.000-07:00,restaurant,Char 631 Steakhouse,N/A
1830,49.251496,-122.8966693,2019-05-21T01:15:10.000-07:00,restaurant,Ihop,N/A
1842,49.2808034,-123.1074514,2017-08-07T22:01:06.000-07:00,restaurant,Goldies,['pizza']
1859,49.2801333,-123.1063965,2019-12-01T04:03:46.000-08:00,restaurant,Abdul's Bbq,N/A
1875,49.3059961,-123.0105992,2016-09-11T23:53:35.000-07:00,restaurant,Y2 Cafe,N/A
1877,49.2309718,-123.0653719,2019-09-13T13:56:59.000-07:00,restaurant,Lucky Dragon Palace Restaurant,N/A
1886,49.2710854,-123.1553081,2019-09-13T13:56:59.000-07:00,restaurant,Cafe Zen,['mixed']
1890,49.2691827,-123.0694303,2019-12-25T01:10:37.000-08:00,restaurant,Federico's Supper Club,['italian']
1973,49.2830915,-123.1356339,2019-11-04T05:04:57.000-08:00,restaurant,Kinara,['indian']
1976,49.2869536,-123.1410819,2017-04-16T02:39:26.000-07:00,restaurant,The Park at English Bay,N/A
1978,49.286609,-123.1405889,2017-04-16T02:39:35.000-07:00,restaurant,Grotto,N/A
1988,49.2621152,-122.8898637,2017-04-17T01:52:53.000-07:00,restaurant,Pizza Factory,['pizza']
2045,49.2289206,-123.0043591,2017-03-22T04:31:37.000-07:00,restaurant,S&W Pepper House,N/A
2099,49.1059413,-122.6624961,2019-05-07T12:42:52.000-07:00,restaurant,NY's Indian Grill & Bar,N/A
2101,49.1553312,-122.6687199,2020-05-26T22:10:46.000-07:00,restaurant,S&L,N/A
2105,49.1693268,-122.6664782,2019-06-07T13:28:04.000-07:00,restaurant,White Spot,['burger']
2106,49.1694686,-122.6657545,2019-09-13T13:56:59.000-07:00,restaurant,The Old Spaghetti Factory,N/A
2107,49.1771408,-122.6734773,2016-10-03T04:45:03.000-07:00,restaurant,Zythos Greek Restaurant,N/A
2125,49.2915693,-123.1275164,2019-09-13T13:56:59.000-07:00,restaurant,Cardero's,N/A
2126,49.2839339,-123.1223497,2018-06-25T03:15:47.000-07:00,restaurant,Shabusen,N/A
2127,49.2616646,-122.8909069,2016-10-06T04:31:20.000-07:00,restaurant,Hanano Sushi & Grill,N/A
2128,49.274232,-123.1239335,2019-11-24T03:22:59.000-08:00,restaurant,House Special,N/A
2130,49.2747239,-123.1227038,2019-09-13T13:56:59.000-07:00,restaurant,La Pentala,N/A
2131,49.2745568,-123.1232818,2016-10-06T04:41:47.000-07:00,restaurant,Kuma,N/A
2132,49.2744227,-123.1235737,2020-02-19T07:58:37.000-08:00,restaurant,Saigon Xua,N/A
2133,49.274321,-123.1237748,2020-02-19T07:58:37.000-08:00,restaurant,Tasty Indian Bistro,N/A
2135,49.2619031,-122.8906425,2016-10-06T04:43:13.000-07:00,restaurant,C-Lovers Fish & Chips,N/A
2145,49.275171,-123.1225726,2019-11-24T03:22:59.000-08:00,restaurant,Hapa Izakaya,['japanese']
2147,49.2751034,-123.1220829,2020-02-19T07:58:37.000-08:00,restaurant,The Flying Pig,N/A
2149,49.2752946,-123.1211862,2019-11-24T03:22:59.000-08:00,restaurant,Robba Da Matti,N/A
2151,49.2751593,-123.1213923,2019-11-24T03:22:59.000-08:00,restaurant,Paulies Kitchen,N/A
2152,49.2750611,-123.1210797,2016-10-07T01:54:07.000-07:00,restaurant,Zend Conscious Lounge,N/A
2161,49.274839,-123.1218884,2020-04-25T15:48:45.000-07:00,restaurant,Sushi Maro,N/A
2175,49.1329664,-123.0980826,2014-02-19T01:32:37.000-08:00,restaurant,Maruwa Sushi,N/A
2176,49.2613286,-123.1007513,2012-05-29T19:50:15.000-07:00,restaurant,Josephines Restaurant and Catering,['international']
2178,49.261745,-123.1007497,2013-05-14T21:29:21.000-07:00,restaurant,Charlie's Little Italian,['italian']
2180,49.262522,-123.1007068,2014-01-23T03:18:56.000-08:00,restaurant,Cafe Barney,['american']
2181,49.2631687,-123.1007163,2019-09-13T13:56:49.000-07:00,restaurant,Frenchies Diner,['french']
2183,49.2631099,-123.1018738,2020-06-23T21:03:30.000-07:00,restaurant,Chutney Villa,['indian']
2185,49.2635678,-123.1006513,2019-03-22T02:52:38.000-07:00,restaurant,The Wallflower,['burger']
2187,49.2565248,-123.0062372,2016-11-27T06:06:04.000-08:00,restaurant,G-Be Izakaya,['sushi']
2188,49.321953,-123.0728213,2018-10-26T20:30:06.000-07:00,restaurant,Alberello Pizzeria,['pizza']
2310,49.1710599,-122.9466253,2017-02-25T16:35:42.000-08:00,restaurant,Twin Bridges Restaurant,N/A
2313,49.1024107,-122.6599622,2014-12-28T18:12:28.000-08:00,restaurant,Chef's Kitchen,['thai']
2314,49.1039972,-122.6614314,2019-10-27T23:44:35.000-07:00,restaurant,Silver Dragon Restaurant,['chinese']
2316,49.1044687,-122.6630486,2015-06-11T12:08:37.000-07:00,restaurant,Jim's Pizzeria,['pizza']
2317,49.1052988,-122.6586384,2019-09-04T03:48:48.000-07:00,restaurant,Masala India Bistro,['indian']
2322,49.2668529,-123.0090851,2020-03-03T02:18:15.000-08:00,restaurant,Sushi Garden,['japanese']
2343,49.255696,-123.0896525,2018-08-26T19:38:38.000-07:00,restaurant,Bells And Whistles,N/A
2355,49.2559475,-123.0877967,2020-01-08T02:40:48.000-08:00,restaurant,Thanh Thanh,['vietnamese']
2369,49.2826274,-123.1252133,2017-09-20T03:02:27.000-07:00,restaurant,Le Crocrodile,['french']
2382,49.1206336,-122.890725,2017-09-21T05:12:10.000-07:00,restaurant,Brown's Socialhouse,N/A
2383,49.2420515,-122.760669,2017-09-21T05:14:41.000-07:00,restaurant,Iron Bowl Japanese,['japanese']
2384,49.1609291,-122.8877688,2010-06-07T15:01:47.000-07:00,restaurant,Nordel Sushi,N/A
2389,49.1468811,-122.8910518,2020-03-15T00:44:42.000-07:00,restaurant,Cactus Club Cafe,N/A
2392,49.1688123,-122.579298,2019-09-13T13:56:49.000-07:00,restaurant,Asa Sushi,['asian']
2393,49.1330328,-123.0964671,2015-12-04T09:36:24.000-08:00,restaurant,Browns Social House,N/A
2395,49.2638283,-123.1413786,2017-05-28T00:16:35.000-07:00,restaurant,Earls,N/A
2401,49.2658558,-123.2544402,2011-09-30T04:53:02.000-07:00,restaurant,Triple O's,['burger']
2417,49.1711386,-123.1360519,2019-10-29T03:23:55.000-07:00,restaurant,Boston Pizza,['pizza']
2422,49.1343339,-123.0651422,2019-09-13T13:56:49.000-07:00,restaurant,The Old Spaghetti Factory,['italian']
2425,49.1717889,-123.1359234,2019-05-27T13:45:24.000-07:00,restaurant,White Spot,['burger']
2433,49.1319272,-123.0916924,2014-02-19T01:50:24.000-08:00,restaurant,Original Joe's,N/A
2450,49.1644702,-123.1361623,2020-04-17T20:57:09.000-07:00,restaurant,IHOP,"['breakfast', 'pancake']"
2451,49.1708265,-123.136968,2019-09-13T13:56:49.000-07:00,restaurant,Empire Seafood Restaurant,['chinese']
2452,49.1916327,-123.1309602,2018-02-05T23:00:12.000-08:00,restaurant,Italian Tomato,['italian']
2465,49.2835819,-123.1040678,2018-04-27T06:46:24.000-07:00,restaurant,Local Public Eatery,N/A
2489,49.2475507,-123.1013532,2018-12-20T02:09:24.000-08:00,restaurant,Restaurant Yugo,['japanese']
2605,49.2294159,-123.0052821,2017-03-22T04:34:27.000-07:00,restaurant,Blazing Flame,N/A
2619,49.2290042,-123.0054102,2017-03-18T04:39:14.000-07:00,restaurant,Grand Crystal Seafood,N/A
2634,49.2305371,-123.007442,2019-05-27T03:58:22.000-07:00,restaurant,Nando's,"['chicken', 'portuguese']"
2635,49.2311591,-123.0067745,2017-03-19T02:33:30.000-07:00,restaurant,Hon Sushi,N/A
2637,49.1865335,-122.955912,2017-03-19T05:55:51.000-07:00,restaurant,Racebook,N/A
2638,49.1865802,-122.9557712,2017-03-19T05:55:53.000-07:00,restaurant,Match,N/A
2639,49.1866464,-122.9555872,2017-03-19T05:55:54.000-07:00,restaurant,Shang Noodle House,N/A
2640,49.1867104,-122.9554208,2017-03-19T05:55:55.000-07:00,restaurant,Kirin,N/A
2645,49.1858217,-122.956558,2017-03-19T05:56:10.000-07:00,restaurant,Buffet,N/A
